,Coin,symbol,Price,Change_1hr,Change_24hr,Change_7d,Volume_24hr,Market_Cap
291,Aragon,ANT,2.44,-0.009000000000000001,0.08199999999999999,0.015,7617259.0,97468886.0
292,Voyager VGX,VGX,0.331518,-0.012,0.022000000000000002,-0.081,26130241.0,97177262.0
293,Radicle,RAD,1.98,-0.005,-0.006999999999999999,0.002,14045605.0,96477504.0
294,Hooked Protocol,HOOK,1.92,-0.012,0.09300000000000001,-0.10300000000000001,78980328.0,95521276.0
295,Cartesi,CTSI,0.142508,-0.013000000000000001,0.052000000000000005,-0.084,8133097.0,94932093.0
296,Shardus,ULT,0.214562,-0.023,0.043,-0.078,909.95,94208813.0
297,Magic Internet Money,MIM,1.0,0.0,0.001,0.001,1569765.0,94185898.0
298,Nym,NYM,0.238525,-0.002,0.005,-0.057,824247.0,93792945.0
299,USDX,USDX,0.837915,-0.001,-0.011000000000000001,-0.102,614215.0,93453640.0
300,dKargo,DKA,0.037111851539,-0.006999999999999999,0.048,-0.016,1729313.0,92667569.0
301,Dero,DERO,7.3,-0.017,0.043,0.203,441663.0,92599896.0
302,Chromia,CHR,0.162099,-0.006,0.073,0.012,17753334.0,91858145.0
303,IQ,IQ,0.006293678112,-0.006,0.035,-0.035,4193963.0,91711590.0
304,Tenset,10SET,0.518924,0.003,-0.024,-0.127,46076.53,90931974.0
305,MVL,MVL,0.003992300815,-0.004,0.044000000000000004,-0.040999999999999995,1705750.0,90642687.0
306,Humanscape,HUM,0.099786804834,-0.001,0.044000000000000004,-0.057,1736851.0,90453088.0
307,Ardor,ARDR,0.089800499311,-0.015,0.037000000000000005,-0.054000000000000006,3449698.0,90161484.0
308,Lido Staked SOL,STSOL,23.11,-0.003,0.045,-0.071,1530235.0,89950436.0
309,Bancor Network,BNT,0.557697,-0.009000000000000001,0.037000000000000005,-0.063,3733077.0,89933465.0
310,COTI,COTI,0.076258192775,-0.009000000000000001,0.039,0.009000000000000001,10963802.0,89621560.0
311,Medibloc,MED,0.016570090339,-0.01,0.044000000000000004,-0.048,1593734.0,89218966.0
312,Vibing,VBG,0.624465,-0.002,0.054000000000000006,0.004,1079495.0,89171598.0
313,STP,STPT,0.048181467768,-0.006,0.054000000000000006,-0.02,5230388.0,88860504.0
314,Steem,STEEM,0.206043,-0.003,0.054000000000000006,-0.048,3988609.0,88668224.0
315,Prom,PROM,4.85,-0.006,0.027000000000000003,-0.038,2941124.0,88499486.0
316,Mobox,MBOX,0.477603,-0.013999999999999999,0.036000000000000004,-0.085,4596087.0,88410906.0
317,CoinEx,CET,0.028358128004,0.003,0.01,-0.064,301944.0,88373817.0
318,Volt Inu,VOLT,1.416609e-06,-0.004,0.039,-0.11900000000000001,22989679.0,88215066.0
319,Stride,STRD,1.04,-0.013999999999999999,0.121,0.41,308759.0,87026006.0
320,Vulcan Forged,PYR,3.6,-0.015,0.064,-0.08,5852102.0,85882170.0
321,WINkLink,WIN,8.5993448e-05,-0.005,0.035,-0.044000000000000004,6606122.0,82635401.0
322,Galxe,GAL,1.78,-0.006999999999999999,0.102,-0.052000000000000005,13888854.0,82574635.0
323,Civic,CVC,0.102953,-0.013999999999999999,0.053,-0.08,7163259.0,82552824.0
324,Alpha Venture DAO,ALPHA,0.106437,-0.012,0.062,-0.057999999999999996,1344219.0,82381134.0
325,VeThor,VTHO,0.001353759845,-0.008,0.040999999999999995,-0.053,993128.0,82248206.0
326,Metars Genesis,MRS,1.31,0.002,0.036000000000000004,-0.015,159555.0,82237479.0
327,Hxro,HXRO,0.147948,-0.006,0.036000000000000004,-0.006,29024.6,82203249.0
328,Hermez Network,HEZ,4.92,-0.002,-0.003,-0.028999999999999998,198642.0,82202545.0
329,Serum,SRM,0.22129,-0.009000000000000001,0.034,-0.1,7152219.0,82082252.0
330,Saitama,SAITAMA,0.00182800112,-0.002,0.052000000000000005,-0.128,890531.0,81727588.0
331,Tokamak Network,TON,1.81,-0.018000000000000002,0.049,-0.077,2706497.0,81195722.0
332,Kwenta,KWENTA,519.98,-0.003,0.042,-0.17300000000000001,801245.0,81117490.0
333,Covalent,CQT,0.152844,-0.012,0.028999999999999998,-0.021,993201.0,81086729.0
334,Stratis,STRAX,0.546729,-0.012,0.055999999999999994,-0.035,8379998.0,80688090.0
335,Metal DAO,MTL,1.24,-0.006,0.115,0.032,16925127.0,79982182.0
336,Rollbit Coin,RLB,0.02430812676,-0.012,-0.006,-0.055999999999999994,722379.0,79903857.0
337,Bifrost,BFC,0.062351390977,-0.006999999999999999,0.01,-0.053,1295909.0,79456800.0
338,Mdex,MDX,0.083112418113,-0.01,0.042,-0.004,2082249.0,78881532.0
339,Power Ledger,POWR,0.182777,-0.009000000000000001,0.053,-0.055,7539098.0,78543831.0
340,WazirX,WRX,0.17134,-0.006999999999999999,0.071,-0.005,1620556.0,78346707.0
341,Phala,PHA,0.147472,-0.004,0.03,-0.055999999999999994,4598337.0,78246432.0
342,Creditcoin,CTC,0.367173,-0.011000000000000001,0.059000000000000004,-0.049,7873878.0,78197533.0
343,Boba Network,BOBA,0.238433,0.006999999999999999,0.034,-0.011000000000000001,1247436.0,78158717.0
344,Spell,SPELL,0.000685650228,-0.009000000000000001,0.042,-0.055,6107135.0,78134145.0
345,Nerve Finance,NRV,0.005073382053,0.001,0.051,-0.02,15047.88,77747624.0
346,Marlin,POND,0.009605452127,-0.006999999999999999,0.037000000000000005,-0.08800000000000001,3031800.0,77634465.0
347,Hunt,HUNT,0.387908,-0.006999999999999999,0.044000000000000004,-0.032,5384256.0,77318850.0
348,XCAD Network,XCAD,1.91,-0.005,-0.002,0.028999999999999998,2325578.0,77248734.0
349,TrueFi,TRU,0.07837340381,-0.005,0.04,-0.087,11006946.0,77154293.0
350,XSGD,XSGD,0.752923,-0.002,0.001,0.0,6674427.0,76877348.0
351,LooksRare,LOOKS,0.140331,-0.006999999999999999,0.049,-0.11900000000000001,3420637.0,76538311.0
352,Request,REQ,0.097584985073,-0.037000000000000005,0.019,-0.047,1373683.0,76515282.0
353,MaidSafeCoin,EMAID,0.159085,-0.003,0.068,-0.006999999999999999,2406.43,76302113.0
354,Dopex,DPX,302.19,-0.01,0.045,-0.16,497827.0,75506030.0
355,Dejitaru Tsuka,TSUKA,0.074987881534,0.005,0.133,0.012,3293467.0,74927998.0
356,World Mobile Token,WMT,0.195621,0.004,0.062,0.031,845985.0,74884397.0
357,QuarkChain,QKC,0.010932022183,-0.003,0.063,-0.013000000000000001,3851876.0,74579261.0
358,MiL.k Alliance,MLK,0.271203,-0.006999999999999999,0.044000000000000004,-0.016,8642392.0,73996551.0
359,DUSK Network,DUSK,0.178962,-0.009000000000000001,0.066,-0.14,10152539.0,73983961.0
360,DODO,DODO,0.175721,-0.009000000000000001,0.076,-0.161,16452415.0,73316327.0
361,CEEK Smart VR,CEEK,0.088022200088,-0.001,0.026000000000000002,-0.048,3536604.0,73102946.0
362,Sologenic,SOLO,0.18164,-0.003,0.064,-0.14300000000000002,946205.0,72511995.0
363,Aura Finance,AURA,3.01,0.006,0.063,-0.009000000000000001,1039826.0,72475589.0
364,JUNO,JUNO,1.01,-0.006999999999999999,0.025,0.032,189416.0,71736660.0
365,SuperRare,RARE,0.116392,-0.015,0.035,-0.055999999999999994,1699815.0,71645012.0
366,Venus,XVS,4.81,-0.018000000000000002,0.059000000000000004,-0.068,2097195.0,71194711.0
367,Dock,DOCK,0.021029374429,-0.008,0.02,-0.005,669910.0,70448413.0
368,FUNToken,FUN,0.006643310038,-0.005,0.008,-0.053,929938.0,70405093.0
369,Shentu,CTK,0.768114,-0.008,0.019,-0.027999999999999997,4146722.0,69714584.0
370,Share,SHR,0.00213131153,-0.013000000000000001,0.018000000000000002,-0.083,88647.04,69453171.0
371,Alien Worlds,TLM,0.019912852959,-0.021,0.08900000000000001,-0.013000000000000001,11859732.0,69388331.0
372,Biswap,BSW,0.184069,-0.009000000000000001,0.036000000000000004,-0.06,5470691.0,68619462.0
373,Xido Finance,XIDO,2.42,-0.015,-0.147,-0.017,269.38,68611938.0
374,ChainX,PCX,0.408702,-0.005,0.037000000000000005,-0.013999999999999999,24191.23,68530128.0
375,Fidu,FIDU,0.968976,0.0,0.005,-0.005,43484.61,67412826.0
376,NKN,NKN,0.1034,-0.013000000000000001,0.055,-0.09,3647248.0,67183544.0
377,Acala,ACA,0.100264,-0.02,0.03,-0.013999999999999999,2601218.0,66425137.0
378,Morpheus Network,MNW,1.77,-0.009000000000000001,-0.021,-0.152,714078.0,66197862.0
379,XYO Network,XYO,0.00521001623,-0.006999999999999999,0.021,0.001,759599.0,65713604.0
380,Akash Network,AKT,0.310867,0.002,0.043,-0.065,1290998.0,65496456.0
381,Augur,REP,8.31,-0.004,0.040999999999999995,-0.061,6146761.0,65313647.0
382,Verasity,VRA,0.006296457299,-0.022000000000000002,0.095,-0.055999999999999994,19744387.0,64686485.0
383,Concordium,CCD,0.008608841732,-0.016,-0.01,-0.10099999999999999,652508.0,64474014.0
384,Pocket Network,POKT,0.04363915291,0.026000000000000002,0.015,-0.18100000000000002,2884853.0,64319789.0
385,Veritaseum,VERI,29.85,0.005,0.128,-0.159,16712.69,64145071.0
386,Radio Caca,RACA,0.000190745535,-0.004,0.033,-0.03,2985337.0,63105475.0
387,GAMI World,GAMI,1.85,-0.002,-0.006999999999999999,-0.039,4330899.0,62391738.0
388,LCX,LCX,0.080275196112,-0.003,0.02,-0.09699999999999999,2751275.0,62243791.0
389,Euler,EUL,3.76,-0.035,0.028999999999999998,0.139,963428.0,62074711.0
390,e-Radix,EXRD,0.040634135087,-0.003,0.006999999999999999,-0.054000000000000006,41004.74,61729531.0
391,Pirate Chain,ARRR,0.314827,0.001,0.013999999999999999,-0.10099999999999999,210665.0,61621008.0
392,GroveCoin,GRV,0.657881,0.004,0.031,-0.073,4852737.0,61097103.0
393,StormX,STMX,0.005561128593,-0.01,0.053,-0.08,732379.0,61074298.0
394,Ultra,UOS,0.223282,0.02,0.061,-0.077,1393322.0,60315631.0
395,Rally,RLY,0.012699559799,-0.005,-0.005,-0.226,2934583.0,59319306.0
396,Perpetual Protocol,PERP,0.856108,-0.013999999999999999,0.059000000000000004,-0.022000000000000002,6607809.0,59236358.0
397,Beta Finance,BETA,0.090921752513,-0.008,0.031,-0.013000000000000001,3453033.0,59125871.0
398,Reef,REEF,0.00263137944,-0.012,0.075,-0.067,12939110.0,59026025.0
399,Radiant Capital,RDNT,0.360942,-0.008,0.084,-0.141,13559598.0,58642991.0
400,PlatON Network,LAT,0.015826108725,-0.006,0.039,-0.06,1084735.0,58289950.0
401,TomoChain,TOMO,0.642821,-0.001,0.106,0.156,11861638.0,58181355.0
402,Linear,LINA,0.011819445805,-0.028999999999999998,0.285,-0.038,96214037.0,57974922.0
403,Origin Protocol,OGN,0.115114,-0.013999999999999999,0.083,-0.034,13675614.0,57938862.0
404,SelfKey,KEY,0.009653589488,-0.012,0.037000000000000005,-0.053,18608437.0,57929168.0
405,Klever,KLV,0.006444486997,-0.027000000000000003,0.08900000000000001,0.18100000000000002,1659383.0,57861713.0
406,Impossible Finance Launchpad,IDIA,0.082907243611,0.049,0.109,0.011000000000000001,225000.0,57840275.0
407,Phoenix Global [OLD],PHB,0.017031588317,0.0,-0.0,-0.001,33.26,57680299.0
408,Sun Token,SUN,0.006239224811,-0.006,0.023,-0.11599999999999999,13105554.0,57445282.0
409,Poollotto.finance,PLT,4.65,-0.006,-0.035,-0.013000000000000001,1094.35,57151310.0
410,Redacted,BTRFLY,298.2,0.006999999999999999,0.09300000000000001,-0.115,569715.0,56323809.0
411,ARK,ARK,0.3281,-0.004,0.053,-0.021,2681461.0,56299832.0
412,Kepple,QLC,0.093487191909,-0.02,0.019,0.272,3427382.0,56072985.0
413,Wrapped NXM,WNXM,24.16,-0.006999999999999999,0.025,-0.055999999999999994,1027707.0,55874829.0
414,Automata,ATA,0.153492,-0.009000000000000001,0.06,-0.040999999999999995,3428121.0,55554775.0
415,Loom Network (OLD),LOOMOLD,0.066486311982,-0.01,0.04,-0.006,1259624.0,55483924.0
416,Strike,STRK,15.14,-0.005,0.032,0.07200000000000001,25966965.0,55382533.0
417,Stader MaticX,MATICX,1.18,-0.011000000000000001,0.055,-0.036000000000000004,460821.0,55372227.0
418,Premia,PREMIA,0.867593,-0.003,0.013999999999999999,-0.08,521796.0,54969019.0
419,Aergo,AERGO,0.127822,-0.006999999999999999,0.099,-0.011000000000000001,15143407.0,54685420.0
420,Badger DAO,BADGER,2.84,-0.01,0.039,-0.11199999999999999,5212018.0,54558710.0
421,Aavegotchi,GHST,1.07,-0.006999999999999999,0.039,-0.17,2803904.0,54534338.0
422,Moonriver,MOVR,8.14,-0.011000000000000001,0.026000000000000002,-0.067,1598699.0,54304750.0
423,BoringDAO [OLD],BOR,31.92,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,54184978.0
424,Vega Protocol,VEGA,1.18,0.0,0.026000000000000002,-0.10099999999999999,304884.0,54077585.0
425,Wanchain,WAN,0.27528,-0.006999999999999999,-0.02,-0.018000000000000002,3051823.0,54044062.0
426,Dawn Protocol,DAWN,0.721524,-0.013000000000000001,0.044000000000000004,-0.035,3516821.0,53862155.0
427,BOB,BOB,1.0,0.0,0.0,-0.002,4787884.0,52513376.0
428,SOMESING Exchange,SSX,0.019033310653,-0.008,0.038,-0.045,1206796.0,52450126.0
429,NvirWorld,NVIR,0.053020087484,-0.003,0.004,0.27,1871697.0,52311454.0
430,Seedify.fund,SFUND,1.08,-0.001,0.033,-0.042,2594538.0,52298738.0
431,Storj,STORJ,0.362879,-0.009000000000000001,0.068,-0.040999999999999995,15932531.0,52182690.0
432,AllianceBlock Nexera,NXRA,0.071170469751,-0.006999999999999999,0.154,-0.21899999999999997,1508473.0,51990435.0
433,Uquid Coin,UQC,5.19,-0.006,0.037000000000000005,0.012,2334866.0,51886957.0
434,Persistence,XPRT,0.325026,-0.002,0.045,-0.053,617287.0,51715149.0
435,Gifto,GFT,0.051676220233,-0.006999999999999999,0.021,0.021,17813883.0,51630582.0
436,Metadium,META,0.030592825684,-0.006999999999999999,0.036000000000000004,-0.02,1210136.0,51625519.0
437,IRISnet,IRIS,0.035635571465,-0.002,0.062,-0.162,4305040.0,51480201.0
438,TempleDAO,TEMPLE,0.91963,0.0,-0.038,0.128,41427.34,51219431.0
439,Dola,DOLA,0.991029,-0.004,0.005,-0.003,95659.29,51185228.0
440,SuperVerse,SUPER,0.126602,-0.013000000000000001,0.076,0.035,9421630.0,51173985.0
441,Globiance Exchange,GBEX,1.3513e-07,0.064,0.145,-0.128,210210.0,51168607.0
442,Aura BAL,AURABAL,17.72,-0.008,0.026000000000000002,0.03,31405.9,51015308.0
443,Orchid Protocol,OXT,0.086142640213,-0.011000000000000001,0.024,-0.044000000000000004,1819171.0,50950181.0
444,MovieBloc,MBL,0.003200421918,-0.008,0.039,-0.059000000000000004,1758541.0,50839848.0
445,Koda Cryptocurrency,KODA,4.9147761e-05,-0.006,-0.004,-0.126,8722.14,50208210.0
446,Meter Governance,MTRG,2.96,0.001,0.02,0.011000000000000001,100647.0,50137342.0
447,Cortex,CTXC,0.237107,0.001,0.057,-0.027000000000000003,5541208.0,49695052.0
448,Velas,VLX,0.020447332208,-0.001,-0.006999999999999999,-0.07,966599.0,49672810.0
449,Mute,MUTE,1.24,-0.013000000000000001,0.22899999999999998,0.016,3222874.0,49522768.0
450,Bitcicoin,BITCI,0.006393659349,0.006999999999999999,0.028999999999999998,-0.044000000000000004,584846.0,49363960.0
451,Kishu Inu,KISHU,5.11e-10,-0.003,0.039,-0.057999999999999996,734391.0,49266443.0
452,Kujira,KUJI,0.441269,-0.009000000000000001,0.044000000000000004,-0.051,125334.0,48929660.0
453,ParaSwap,PSP,0.053101057961,-0.009000000000000001,0.102,0.087,333218.0,48868928.0
454,Gods Unchained,GODS,0.230974,-0.015,0.038,-0.055,1208896.0,48327885.0
455,Clash of Lilliput,COL,0.587506,-0.032,-0.028999999999999998,-0.031,140122.0,48222248.0
456,CUBE,ITAMCUBE,0.068622165918,-0.006,0.07400000000000001,0.063,182.7,48169772.0
457,SingularityDAO,SDAO,0.621653,-0.006,0.139,-0.171,2425237.0,47681738.0
458,MXC,MXC,0.019504704186,0.004,0.021,-0.037000000000000005,512968.0,47530000.0
459,Telos,TLOS,0.151281,0.0,0.035,-0.138,1168722.0,47498912.0
460,Yield Guild Games,YGG,0.256507,-0.013000000000000001,0.045,-0.11800000000000001,11414933.0,47483706.0
461,flexUSD,FLEXUSD,0.242043,-0.004,0.003,-0.098,369.38,47422337.0
462,GMT Token,GMT,0.110499,-0.002,0.021,-0.062,448594.0,47355454.0
463,Gas,GAS,3.41,-0.004,0.057999999999999996,-0.011000000000000001,9827204.0,47330877.0
464,Efinity,EFI,0.076373835437,-0.0,0.057,-0.001,644832.0,47327783.0
465,Vela Exchange,DXP,5.67,0.02,0.013000000000000001,-0.055,6425.78,46743420.0
466,Alpaca Finance,ALPACA,0.30638,0.002,0.026000000000000002,-0.025,1860262.0,46655127.0
467,Rich Quack,QUACK,1.057e-09,-0.002,-0.012,-0.136,1789992.0,46654059.0
468,Star Atlas DAO,POLIS,0.263245,-0.005,-0.039,-0.048,288835.0,46610570.0
469,Unizen,ZCX,0.078540863593,-0.012,0.025,-0.048,579385.0,46303716.0
470,ThunderCore,TT,0.004500223087,-0.004,0.042,-0.046,1593210.0,45796771.0
471,Verge,XVG,0.002771487577,-0.005,0.037000000000000005,-0.07,903393.0,45768197.0
472,League of Kingdoms,LOKA,0.514554,-0.003,0.091,-0.062,4744174.0,45642048.0
473,KILT Protocol,KILT,0.389515,0.002,0.016,0.004,47328.06,45364824.0
474,Lyra Finance,LYRA,0.131298,-0.006,-0.0,-0.12300000000000001,276734.0,45048172.0
475,Quickswap,QUICK,0.08574492525,0.008,0.032,0.012,1786992.0,44930037.0
476,Vela Token,VELA,5.5,-0.017,-0.013999999999999999,-0.092,12527465.0,44770481.0
477,Utrust,UTK,0.09533187169,-0.01,0.042,-0.05,2104117.0,44750608.0
478,Firmachain,FCT,0.069266082749,-0.013999999999999999,0.031,-0.064,9737618.0,44453014.0
479,Flamingo Finance,FLM,0.096351699491,-0.01,0.07400000000000001,-0.02,2228284.0,44328269.0
480,Manifold Finance,FOLD,27.78,-0.038,0.07400000000000001,0.29100000000000004,1348632.0,44244190.0
481,Raydium,RAY,0.23585,-0.006999999999999999,0.03,-0.07200000000000001,2635729.0,44196532.0
482,DFI.money,YFII,1111.73,-0.006999999999999999,0.036000000000000004,-0.019,15036503.0,44192789.0
483,ThetaDrop,TDROP,0.003985176645,-0.001,0.012,-0.044000000000000004,31407.96,44006560.0
484,SX Network,SX,0.110722,-0.001,0.01,-0.11199999999999999,435772.0,43897072.0
485,MAI,MIMATIC,0.999593,-0.001,-0.0,-0.009000000000000001,2637102.0,43746556.0
486,BitMEX,BMEX,0.436686,-0.01,0.018000000000000002,-0.14400000000000002,49871.24,43728333.0
487,Dopex Rebate,RDPX,32.12,-0.001,0.064,-0.18100000000000002,362135.0,43467135.0
488,Axion,AXN,9.306345e-06,0.001,-0.071,-0.10800000000000001,4015.14,43431003.0
489,LTO Network,LTO,0.105049,-0.006999999999999999,0.035,-0.07,2395496.0,43349366.0
490,Phoenix Global,PHB,1.07,-0.008,0.07200000000000001,-0.046,5156345.0,43307379.0
491,dForce USD,USX,1.09,-0.001,0.02,0.075,164036.0,42987306.0
492,Electroneum,ETN,0.002390671251,-0.006999999999999999,0.145,-0.039,92625.41,42870118.0
493,Coinmetro,XCM,0.140757,-0.006,0.077,0.077,2926.93,42545954.0
494,Fei USD,FEI,1.03,-0.008,0.028999999999999998,0.034,3.09,42412508.0
495,sUSD,SUSD,1.0,-0.002,-0.001,-0.005,3356454.0,42073786.0
496,Zignaly,ZIG,0.006979875971,-0.004,0.0,0.043,375334.0,42062845.0
497,Polkastarter,POLS,0.42324,-0.012,0.054000000000000006,-0.043,1981038.0,42046544.0
498,IX,IXT,0.51236,0.001,0.022000000000000002,-0.134,141015.0,41836998.0
499,xSUSHI,XSUSHI,1.45,-0.012,0.057,-0.081,12609.24,41773718.0
500,Doge Killer,LEASH,384.28,-0.006,0.019,-0.085,1609860.0,41312503.0
501,Litentry,LIT,1.04,-0.013000000000000001,0.078,-0.057999999999999996,6667885.0,41290682.0
502,Carry,CRE,0.004677620053,-0.006,0.051,-0.065,2728487.0,41256779.0
503,Revain,REV,0.00048514038,0.057999999999999996,0.051,-0.106,252475.0,41042310.0
504,Hifi Finance,HIFI,0.418809,0.008,0.064,-0.037000000000000005,620731.0,40937744.0
505,Ampleforth,AMPL,1.12,-0.005,0.026000000000000002,-0.025,271221.0,40881724.0
506,Shiba Predator,QOM,6.8116e-08,-0.001,0.09,-0.125,946394.0,40856274.0
507,Destablecoin HAY,HAY,1.0,-0.004,-0.0,-0.001,133698.0,40632224.0
508,Celo Dollar,CUSD,0.997877,-0.002,0.001,-0.006,1661182.0,40622511.0
509,A Hunters Dream,CAW,6.3606e-08,-0.026000000000000002,0.046,0.063,1127825.0,40592368.0
510,ALEX Lab,ALEX,0.088887591044,-0.016,0.122,0.063,153880.0,40553268.0
511,Verus Coin,VRSC,0.584191,-0.006999999999999999,0.052000000000000005,-0.039,5612.55,40500131.0
512,Quickswap [OLD],QUICK,87.87,-0.024,0.023,-0.017,523745.0,40471849.0
513,ARPA,ARPA,0.040942275869,-0.002,0.057999999999999996,-0.106,13414250.0,40280902.0
514,Beefy.Finance,BIFI,502.77,-0.009000000000000001,0.064,0.011000000000000001,1151879.0,40221703.0
515,DeGate,DG,0.180874,-0.001,0.013999999999999999,0.024,249459.0,40048899.0
516,DEI,DEI,1.0,-0.002,-0.0,-0.003,27759.96,39925480.0
517,Frax Price Index Share,FPIS,2.38,-0.002,0.017,0.018000000000000002,229144.0,39918562.0
518,XANA,XETA,0.042481187263,0.004,0.006999999999999999,-0.062,174123.0,39878355.0
519,Coinweb,CWEB,0.016832985595,0.002,0.019,0.032,163500.0,39825850.0
520,Ternoa,CAPS,0.040120079137,-0.006999999999999999,0.155,-0.157,1726891.0,39348672.0
521,Chainge Finance,CHNG,0.091038251483,-0.001,-0.006,0.084,1998953.0,39116692.0
522,Mossland,MOC,0.1021,-0.01,0.042,-0.063,2207896.0,39052264.0
523,Gamium,GMM,0.001722034116,-0.006999999999999999,0.018000000000000002,0.316,5603815.0,38849590.0
524,marumaruNFT,MARU,0.019251621845,-0.001,-0.04,-0.08900000000000001,32599.83,38490787.0
525,Measurable Data,MDT,0.063481597457,-0.006999999999999999,0.042,0.001,26084337.0,38474265.0
526,PLEX,PLEX,0.117409,-0.022000000000000002,-0.002,0.045,258111.0,38403420.0
527,Keep3rV1,KP3R,80.01,-0.011000000000000001,0.039,-0.057,2286709.0,38371789.0
528,Komodo,KMD,0.27898,-0.009000000000000001,-0.025,0.133,6052582.0,38188395.0
529,Velo,VELO,0.007607390994,-0.022000000000000002,0.201,-0.092,19266929.0,38164146.0
530,IDEX,IDEX,0.05293610146,-0.01,0.034,-0.035,5196407.0,37965373.0
531,MUX Protocol,MCB,9.84,0.003,0.196,-0.028999999999999998,131320.0,37418518.0
532,UFO Gaming,UFO,1.452477e-06,-0.004,0.039,-0.106,733927.0,37407724.0
533,Wilder World,WILD,0.372952,-0.009000000000000001,0.077,0.055999999999999994,702497.0,37026898.0
534,HyperCash,HC,0.096449290994,-0.027000000000000003,-0.002,-0.063,63383.52,36981427.0
535,Opulous,OPUL,0.160669,-0.022000000000000002,0.036000000000000004,-0.162,1028224.0,36878606.0
536,Star Atlas,ATLAS,0.003343512102,-0.009000000000000001,0.03,-0.033,1770501.0,36734710.0
537,Presearch,PRE,0.092389797403,-0.003,0.231,0.293,403650.0,36692349.0
538,KOGE,KOGE,10.77,-0.006,0.003,-0.081,6303.7,36568303.0
539,RAI Finance,SOFI,0.087583489343,0.016,0.043,-0.051,558798.0,36530494.0
540,Sweatcoin (Sweat Economy),SWEAT,0.008790290126,-0.008,0.006,-0.039,431014.0,36482902.0
541,cBAT,CBAT,0.005217528587,-0.012,0.048,-0.001,674794.0,36460993.0
